iter	RMSE
567	0.9128747912
568	0.9088207282
569	0.9051485633
570	0.9014963987
571	0.8978542586
572	0.8943896416
573	0.8910910864
574	0.8865075373
575	0.8848408336
576	0.8812248544
577	0.8803279774
578	0.8727723998
579	0.8676653826
580	0.8632764134
581	0.8581805627
582	0.8543611904
583	0.8504984234
584	0.848576255
585	0.8440282134
586	0.8388060406
587	0.833848401
588	0.8291953171
589	0.8255573336
590	0.8243315932
591	0.8216174246
592	0.8157825725
593	0.8146248618
594	0.8109680152
595	0.8100450811
596	0.8061606689
597	0.8016904135
598	0.7969930431
599	0.7937002512
600	0.7910687908
601	0.7894428394
602	0.7861281129
603	0.7813764877
604	0.7792090883
605	0.7762278059
606	0.7717495575
607	0.7667513655
608	0.7626312496
609	0.7616000883
610	0.7597786052
611	0.7561796607
612	0.7519402808
613	0.7495768686
614	0.7487077758
615	0.7460030909
616	0.7435069136
617	0.7389318702
618	0.7350982588
619	0.7317988941
620	0.727501704
621	0.7243098218
622	0.7190963071
623	0.7178471221
624	0.7156376564
625	0.7146214935
626	0.7107107734
627	0.7077906578
628	0.7042131077
629	0.7004767963
630	0.6993934629
631	0.6983475198
632	0.6938862086
633	0.6905338277
634	0.6899539973
635	0.6856177758
636	0.6840298061
637	0.6810947676
638	0.6776331517
639	0.6745004239
640	0.6712425684
641	0.6680197443
642	0.6673717963
643	0.6642414231
644	0.6607774888
645	0.6601567223
646	0.6579426575
647	0.6554749771
648	0.6522422192
649	0.6478564812
650	0.6470387253
651	0.6456127444
652	0.6431230434
653	0.6426568037
654	0.6400502907
655	0.6358919382
656	0.6327504679
657	0.6294969249
658	0.6273302987
659	0.6256712705
660	0.624118913
661	0.622624299
662	0.6216096536
663	0.6193341683
664	0.618686953
665	0.6158817259
666	0.6128446424
667	0.6102746418
668	0.6067973753
669	0.6052092541
670	0.6046137729
671	0.6032665082
672	0.6023382553
673	0.6002653291
674	0.5975616662
675	0.5951047579
676	0.5946258154
677	0.5912496783
678	0.5899478907
679	0.5873293821
680	0.5832542636
681	0.5802698292
682	0.5774707509
683	0.5748337799
684	0.5720761769
685	0.5708245983
686	0.5681416369
687	0.5669756906
688	0.5639855023
689	0.5616948447
690	0.5611083511
691	0.5587506392
692	0.5564622809
693	0.5532964564
694	0.550586945
695	0.5482415206
696	0.5452533038
697	0.5422864947
698	0.5417201104
699	0.5410924445
700	0.5388817402
701	0.5381842139
702	0.5368252206
703	0.5339420296
704	0.5317217836
705	0.5296767722
706	0.5272800784
707	0.5245243404
708	0.5229693989
709	0.5206909793
710	0.5184973418
711	0.5157996725
712	0.5132572592
713	0.5108652316
714	0.5093258677
715	0.5083475806
716	0.5058280807
717	0.5032534297
718	0.5015754136
719	0.4997341627
720	0.4970078768
721	0.4953919333
722	0.4946340928
723	0.4921932961
724	0.4901138193
725	0.4871323802
726	0.4842928318
727	0.4815886196
728	0.4810792249
729	0.479544246
730	0.4786954485
731	0.4759729959
732	0.474625434
733	0.4717433336
734	0.4701475905
735	0.4695101349
736	0.4666674186
737	0.465279176
738	0.4630463111
739	0.4605936452
740	0.4589899785
741	0.4573759073
742	0.456863686
743	0.456224868
744	0.4549447211
745	0.4537229277
746	0.4524458304
747	0.4517200899
748	0.4502180463
749	0.4484813034
750	0.4463867549
751	0.4430175033
752	0.4411693069
753	0.4395840106
754	0.4384840903
755	0.4364464764
756	0.4358734777
757	0.433700301
758	0.4304755238
759	0.4279257462
760	0.4262154001
761	0.4251804402
762	0.4228908784
763	0.4210419239
764	0.419135044
765	0.4180460098
766	0.416717465
767	0.4136973375
768	0.4116331357
769	0.4107173029
770	0.4103569438
771	0.4080582473
772	0.4078310842
773	0.4053206365
774	0.4022538647
775	0.399347675
776	0.3975778826
777	0.396281253
778	0.3951420724
779	0.3931741004
780	0.3914150412
781	0.3903959027
782	0.3884291894
783	0.3859566971
784	0.383619024
785	0.3810163978
786	0.3792823015
787	0.3768934101
788	0.37602772
789	0.3737166197
790	0.3733527824
791	0.3729616839
792	0.3719713262
793	0.3701841133
794	0.3697711503
795	0.3685833525
796	0.3681881612
797	0.3676572803
798	0.366174828
799	0.3647122628
800	0.3626764632
801	0.3609944569
802	0.3592827826
803	0.3562525198
804	0.3543193525
805	0.352683833
806	0.3506465245
807	0.3503483665
808	0.348237641
809	0.3463655165
810	0.3460342993
811	0.3443050351
812	0.3423056611
813	0.3404948077
814	0.3387268075
815	0.3364010504
816	0.3359031219
817	0.3338421513
818	0.3329068345
819	0.3313160295
820	0.3305693281
821	0.3286972442
822	0.3268996818
823	0.3242030187
824	0.3239762943
825	0.3217051926
826	0.319790425
827	0.3186991564
828	0.3168348329
829	0.3163267286
830	0.3158995089
831	0.3140125894
832	0.312392594
833	0.3105487961
834	0.309103447
835	0.3075741768
836	0.307021273
837	0.3053331341
838	0.3050026713
839	0.3034166841
840	0.3016681299
841	0.3014376412
842	0.3000926566
843	0.2989633712
844	0.2972551526
845	0.2957071891
846	0.2954347049
847	0.2941366093
848	0.2926443677
849	0.2920088194
850	0.2913574551
851	0.2910267829
852	0.2902807313
853	0.2900111119
854	0.2888420945
855	0.288166418
856	0.286469369
857	0.2862709016
858	0.2852301058
859	0.2850083318
860	0.2837369794
861	0.2819972249
862	0.2817301071
863	0.2798730216
864	0.2796344181
865	0.2779680582
866	0.2768732097
867	0.2757919392
868	0.2743764692
869	0.2732462703
870	0.2720645165
871	0.2709907107
872	0.2700491541
873	0.269872987
874	0.2684527012
875	0.2674505819
876	0.26696572
877	0.2660126181
878	0.2647310937
879	0.2637069832
880	0.2615609021
881	0.2599561922
882	0.2584630742
883	0.2581944265
884	0.2571430907
885	0.2561893004
886	0.2556758614
887	0.2545131102
888	0.2535454205
889	0.2533276231
890	0.2524948646
891	0.2506555194
892	0.2494612058
893	0.2481189707
894	0.247159715
895	0.2456681591
896	0.2454264829
897	0.2440621067
898	0.2438612693
899	0.242718747
900	0.2420165231
901	0.241099264
902	0.2402409682
903	0.2390351075
904	0.2378575743
905	0.2374892706
906	0.2363296015
907	0.2361542302
908	0.2349218531
909	0.2346942773
910	0.2343361048
911	0.2339905859
912	0.2326687492
913	0.2322007699
914	0.2312420835
915	0.2306318941
916	0.230431034
917	0.2296383933
918	0.2285909851
919	0.2276499527
920	0.2275136348
921	0.226451432
922	0.2260249828
923	0.2247923369
924	0.2244702589
925	0.2238542128
926	0.2232308063
927	0.2220048141
928	0.2211519323
929	0.2209633772
930	0.2208478362
931	0.2197909891
932	0.2188865811
933	0.2187139835
934	0.2174805909
935	0.216564325
936	0.2162839863
937	0.2146841134
938	0.2136181266
939	0.2123367571
940	0.2115227241
941	0.2112901549
942	0.2103276235
943	0.2095537181
944	0.2085872935
945	0.2081417226
946	0.2068538355
947	0.2067057758
948	0.20536604
949	0.2051543291
950	0.2038709754
951	0.2029548258
952	0.2026877846
953	0.202127819
954	0.2017216425
955	0.200984431
956	0.2007553285
957	0.2000186763
958	0.1988545932
959	0.1981930804
960	0.1971653485
961	0.1970082919
962	0.1964371732
963	0.1958105879
964	0.1951633068
965	0.1939472729
966	0.1928511701
967	0.1918476432
968	0.1916999038
969	0.1912182505
970	0.1910113126
971	0.1901758689
972	0.1896303101
973	0.1888194831
974	0.1879272241
975	0.1870206513
976	0.1860803189
977	0.1853606619
978	0.1848921183
979	0.1838791684
980	0.1827936085
981	0.1826162036
982	0.1821463685
983	0.1810139148
984	0.1804575485
985	0.1794845353
986	0.1784439611
987	0.1774919444
988	0.176716065
989	0.1765659595
990	0.175650306
991	0.1751398527
992	0.174809931
993	0.1746891775
994	0.173945147
995	0.1732655171
996	0.1731202318
997	0.1725245266
998	0.1719559389
999	0.1717592643
003711359
998	0.1002834833
999	0.09998892571
